year,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,type,total_cases,city_iq,city_sj,woy_sin,woy_cos,moving_average_ndvi_ne,moving_average_ndvi_nw,moving_average_ndvi_se,moving_average_ndvi_sw,moving_average_precipitation_amt_mm,moving_average_reanalysis_air_temp_k,moving_average_reanalysis_avg_temp_k,moving_average_reanalysis_dew_point_temp_k,moving_average_reanalysis_max_air_temp_k,moving_average_reanalysis_min_air_temp_k,moving_average_reanalysis_precip_amt_kg_per_m2,moving_average_reanalysis_relative_humidity_percent,moving_average_reanalysis_sat_precip_amt_mm,moving_average_reanalysis_specific_humidity_g_per_kg,moving_average_reanalysis_tdtr_k,moving_average_station_avg_temp_c,moving_average_station_diur_temp_rng_c,moving_average_station_max_temp_c,moving_average_station_min_temp_c,moving_average_station_precip_mm,predicted_total_cases
2008,18,-0.0189,-0.0189,0.1027286,0.0912,78.6,298.492857143,298.55,294.527142857,301.1,296.4,25.37,78.7814285714,78.6,15.9185714286,3.12857142857,26.5285714286,7.05714285714,33.3,21.7,75.2,test,,0,1,0.8229838658936565,-0.5680647467311557,-0.0189,-0.0189,0.1027286,0.0912,78.6,298.492857143,298.55,294.527142857,301.1,296.4,25.37,78.7814285714,78.6,15.9185714286,3.12857142857,26.5285714286,7.05714285714,33.3,21.7,75.2,4
2008,19,-0.018,-0.0124,0.08204286,0.07231429,12.56,298.475714286,298.557142857,294.395714286,300.8,296.7,21.83,78.23,12.56,15.7914285714,2.57142857143,26.0714285714,5.55714285714,30.0,22.2,34.3,test,,0,1,0.7485107481711013,-0.6631226582407951,-0.018,-0.0124,0.08204286,0.07231429,12.56,298.475714286,298.557142857,294.395714286,300.8,296.7,21.83,78.23,12.56,15.7914285714,2.57142857143,26.0714285714,5.55714285714,30.0,22.2,34.3,49
2008,20,-0.0015,-0.0124,0.1510833,0.09152857,3.66,299.455714286,299.357142857,295.308571429,302.2,296.4,4.12,78.27,3.66,16.6742857143,4.42857142857,27.9285714286,7.78571428571,32.8,22.8,3.0,test,,0,1,0.6631226582407952,-0.7485107481711012,-0.0127999999999999,-0.0145666666666666,0.1119515866666666,0.0850142866666666,31.606666666666666,298.80809523833335,298.82142857133334,294.74380952399997,301.3666666666667,296.5,17.106666666666666,78.42714285713333,31.606666666666666,16.1280952381,3.37619047619,26.842857142866663,6.799999999996667,32.03333333333333,22.233333333333334,37.5,5
2008,21,-0.0015,-0.01986667,0.1243286,0.1256857,0.0,299.69,299.728571429,294.402857143,303.0,296.9,2.2,73.0157142857,0.0,15.7757142857,4.34285714286,28.0571428571,6.27142857143,33.3,24.4,0.3,test,,0,1,0.5680647467311558,-0.8229838658936564,-0.0069999999999999,-0.01488889,0.1191515866666666,0.09650952,5.406666666666666,299.20714285733334,299.21428571433336,294.7023809526667,302.0,296.6666666666667,9.383333333333333,76.50523809523334,5.406666666666666,16.080476190466666,3.7809523809533334,27.352380952366666,6.538095238093334,32.03333333333333,23.13333333333333,12.533333333333331,6
2008,22,0.0568,0.03983333,0.06226667,0.07591429,0.76,299.78,299.671428571,294.76,302.3,297.3,4.36,74.0842857143,0.76,16.1371428571,3.54285714286,27.6142857143,7.08571428571,33.3,23.3,84.1,test,,0,1,0.464723172043769,-0.8854560256532096,0.0179333333333333,0.00252222,0.1125595233333333,0.09770952,1.4733333333333334,299.64190476199997,299.58571428566665,294.82380952399996,302.5,296.8666666666666,3.56,75.12333333333333,1.4733333333333334,16.1957142857,4.1047619047633335,27.86666666666667,7.047619047616667,33.13333333333333,23.5,29.13333333333333,8
2008,23,-0.044,-0.03046667,0.132,0.08352857,71.17,299.768571429,299.728571429,295.314285714,301.9,297.6,22.55,76.5571428571,71.17,16.6671428571,2.85714285714,28.0,5.17142857143,32.8,25.0,27.7,test,,0,1,0.3546048870425358,-0.9350162426854148,0.0037666666666666,-0.0035000033333333,0.1061984233333333,0.0950428533333333,23.97666666666667,299.7461904763333,299.7095238096667,294.82571428566666,302.40000000000003,297.2666666666667,9.703333333333331,74.55238095236666,23.97666666666667,16.1933333333,3.5809523809533332,27.890476190466668,6.17619047619,33.13333333333333,24.233333333333334,37.36666666666667,11
2008,24,-0.0443,-0.024925,0.1322714,0.1591571,48.99,300.062857143,300.007142857,295.65,302.4,297.5,13.1,76.8442857143,48.99,17.01,3.15714285714,27.4,6.04285714286,31.1,23.3,91.7,test,,0,1,0.2393156642875576,-0.970941817426052,-0.0105,-0.0051861133333333,0.1088460233333333,0.1061999866666666,40.30666666666667,299.8704761906667,299.80238095233335,295.2414285713333,302.2,297.4666666666667,13.336666666666666,75.82857142856666,40.30666666666667,16.604761904733333,3.185714285713334,27.671428571433335,6.1000000000000005,32.4,23.866666666666664,67.83333333333333,11
2008,25,-0.0443,0.08215,0.1443714,0.1167286,30.81,300.484285714,300.578571429,295.997142857,303.5,297.5,7.2,76.87,30.81,17.42,3.9,28.7571428571,6.98571428571,34.4,24.4,0.3,test,,0,1,0.120536680255323,-0.992708874098054,-0.0441999999999999,0.0089194433333333,0.1362142666666667,0.1198047566666666,50.32333333333333,300.10523809533333,300.10476190500003,295.65380952366667,302.59999999999997,297.53333333333336,14.283333333333331,76.75714285713333,50.32333333333333,17.03238095236667,3.30476190476,28.052380952366665,6.066666666666666,32.766666666666666,24.233333333333334,39.9,14
2008,26,0.0108,0.0499,0.1005714,0.1173286,8.02,300.601428571,300.621428571,296.268571429,302.5,298.5,17.1,77.3957142857,8.02,17.6785714286,2.78571428571,28.6571428571,6.24285714286,32.8,23.9,28.7,test,,0,1,-3.216245299353273e-16,-1.0,-0.0259333333333333,0.0357083333333333,0.1257380666666666,0.1310714333333333,29.27333333333333,300.38285714266664,300.4023809523333,295.97190476199995,302.79999999999995,297.8333333333333,12.466666666666669,77.03666666666666,29.27333333333333,17.369523809533337,3.28095238095,28.2714285714,6.42380952381,32.766666666666666,23.866666666666664,40.233333333333334,13
2008,27,0.07266667,0.10666,0.1554286,0.1649,17.52,300.497142857,300.528571429,296.411428571,302.3,298.7,11.9,78.5342857143,17.52,17.8085714286,2.22857142857,28.4571428571,4.62857142857,31.1,25.0,2.9,test,,0,1,-0.1205366802553228,-0.992708874098054,0.0130555566666666,0.07957,0.1334571333333333,0.1329857333333333,18.78333333333333,300.5276190473333,300.57619047633335,296.2257142856667,302.7666666666667,298.23333333333335,12.066666666666665,77.60000000000001,18.78333333333333,17.635714285733332,2.971428571426667,28.623809523766663,5.9523809523799995,32.76666666666666,24.433333333333337,10.633333333333333,20
2008,28,-0.04645,0.006825,0.2602857,0.2147286,16.37,300.214285714,300.342857143,295.824285714,301.7,299.0,19.86,77.0214285714,16.37,17.2014285714,2.02857142857,27.7142857143,5.91428571429,31.1,23.9,22.1,test,,0,1,-0.2393156642875574,-0.970941817426052,0.01233889,0.0544616666666666,0.1720952333333333,0.1656524,13.97,300.4376190473333,300.49761904766666,296.16809523800003,302.1666666666667,298.73333333333335,16.286666666666665,77.65047619046666,13.97,17.562857142866665,2.3476190476166665,28.276190476166665,5.59523809524,31.666666666666668,24.266666666666666,17.900000000000002,22
2008,29,-0.04645,0.006825,0.1958429,0.1761571,4.34,300.448571429,300.607142857,296.177142857,302.3,298.7,5.49,77.6157142857,4.34,17.5714285714,2.61428571429,28.7857142857,5.01428571429,31.7,26.1,0.0,test,,0,1,-0.3546048870425356,-0.9350162426854148,-0.0067444433333333,0.0401033333333333,0.2038524,0.1852618999999999,12.743333333333334,300.3866666666667,300.49285714300004,296.1376190473333,302.09999999999997,298.8,12.416666666666664,77.7238095238,12.743333333333334,17.52714285713333,2.290476190476667,28.31904761903333,5.185714285716666,31.3,25.0,8.333333333333334,27
2008,30,0.2083,0.4295,0.2776833,0.24565,3.39,300.598571429,300.721428571,296.512857143,302.3,298.9,13.62,78.56,3.39,17.94,2.58571428571,28.6857142857,6.31428571429,32.8,24.4,7.1,test,,0,1,-0.464723172043768,-0.8854560256532101,0.0384666666666666,0.1477166666666666,0.2446039666666666,0.2121785666666666,8.033333333333333,300.4204761906667,300.557142857,296.1714285713333,302.09999999999997,298.8666666666667,12.99,77.73238095236667,8.033333333333333,17.57095238093333,2.4095238095233333,28.395238095233335,5.747619047623334,31.866666666666664,24.8,9.733333333333334,24
2008,31,0.0002,0.0039,0.1090667,0.08648333,13.73,300.73,300.885714286,296.202857143,302.7,299.2,8.7,76.5214285714,13.73,17.6085714286,2.8,28.9857142857,6.17142857143,32.8,25.0,5.1,test,,0,1,-0.5680647467311556,-0.8229838658936565,0.0540166666666666,0.1467416666666666,0.1941976333333333,0.1694301433333333,7.153333333333333,300.5923809526667,300.73809523799997,296.29761904766667,302.43333333333334,298.93333333333334,9.269999999999998,77.5657142857,7.153333333333333,17.706666666666667,2.6666666666666665,28.81904761903333,5.833333333336667,32.43333333333334,25.166666666666668,4.066666666666666,30
